text,label
i don't understand why there is a hold on my retirement fund account,1
can you explain why there is a hold on my savings account,1
what's the deal with my bank account being locked,1
what reason could the bank have had for blocking my account,1
why would a hold have been placed on my checking account,1
why on earth would a block have been placed on my account,1
i'm confused about the reason for my bank account being frozen,1
i don't understand why i have been barred from accessing my own account,1
i don't understand why my bank account is frozen right now,1
how come i am being denied access to my bank account,1
do you know why my account appears to be blocked,1
i am confused because my account seems to have been blocked for no reason,1
i am very confused about the block that seems to have been placed on my account why is it there,1
how is it possible that my account has been frozen,1
how come a hold was placed on my 401k account,1
"could you please tell me, my wells fargo account, is there a hold and why",1
"i am unable to complete my order, why could there be a hold on my wells fargo account",1
"was a hold placed on my wells fargo account, and if so why",1
"in regards to my wells fargo account, why is there a hold",1
why was a hold placed on my wells fargo account,1
call my bank customer service number,1
why is my account locked,1
what's with the block on my bank account,1
why did my bank account freeze,1
why'd they put a freeze on my bank account,1
why is my bank account blocking me,1
why can't i access my bank account,1
i think my account is blocked,1
for what reason is my account blocked,1
can you tell me why there's a hold on my mutualone account,1
why don't i have access to my bank account,1
why isn't it letting me into my bank account,1
my capital one account has a hold; why,1
why does my visa account have a hold on it,1
why am i seeing a hold on my charles schwab account,1
tell me about the hold on my chase account,1
can you tell me why my bank account is frozen,1
do you know why my account is blocked,1
"help, my account is blocked",1
"help me please, my account is blocked",1
help me unblock my account,1
"my account is blocked, help me figure out why",1
wake me up at noon tomorrow,2
set my alarm for getting up,2
make sure my alarm is set for three thirty in the morning,2
please set an alarm for mid day,2
have an alarm set for three in the morning,2
you need to set alarm for me,2
i need you to set alarm for me,2
set the alarm for me,2
can you set alarm for me,2
please set alarm for me,2
make a new alarm for 6 in the morning,2
make a new alarm,2
create an alarm,2
i need an alarm for 6am,2
can you alert me at 6 in the morning,2
i'd like a new alarm set for 6am,2
"set an alarm for 6am, please",2
initiate a new alarm please,2
set up an alarm,2
make up a new alarm,2
i want to make an alarm,2
i would like an alarm set,2
schedule an alarm,2
i need an alarm set,2
i need alarms set for 6am and 615am,2
i need an alarm to go off tomorrow at five fifteen,2
can you set an alarm for seven fifteen for tomorrow,2
set me an alarm for 4pm and another for 5pm,2
set one alarm for 215pm and another for 7pm,2
create an alarm for 9 am and another one for 11 am,2
set the alarm to go off at 9 tomorrow,2
make an alarm for tomorrow at twilight,2
set up two alarms one for 10am and another for 2pm,2
please set up an alarm to go off tomorrow at daybreak,2
could you set one alarm for 8am saturday and one for 9am sunday,2
can i turn on the alarm now,2
how do i set the alarm,2
please turn on the alarm,2
set my alarm for 6am tomorrow,2
set alarm for 6am,2
can you play an alarm at 5pm,2
create alarm 6am,2
set alarm for 5pm,2
make an alarm 6am,2
create an alarm for 6am,2
put in an alarm for 5pm,2
i want an alarm at 5pm,2
set my alarm for 5pm,2
set an alarm,2
create alarm,2
set alarm,2
i need an alarm to wake me up at 8 tomorrow morning,2
i need you to set an alarm for 8am tomorrow,2
please set an alarm for 5 am,2
set an alarm for 9pm please,2
i need an alarm set for 6 in the morning,2
i need an alarm set for 10:00 and another set for 3:00,2
set an alarm for me for 10:00 and another one set for 4:00,2
would you set my alarm for 10:00 and another for 3:00,2
provide assistance by setting an alarm at 8:00 and another for 11:00,2
assist me by setting my alarm for 9:00 and another for 11:00,2
tomorrow i need an alarm at 7 tomorrow,2
"at 9 tomorrow, set off the alarm",2
tomorrow i would like an alarm for 9 tomorrow,2
tomorrow i need the alarm to go off at 5,2
sound the alarm at 6 am tomorrow,2
set reminder for 2 pm,2
wake me up at 6 am,2
ring my phone at 12 pm,2
set alarm for 5 am,2
please set an alarm for 2 pm for me,2
set an alarm for 5 pm,2
can you make an alarm for 7 am,2
set a 5 am alarm please,2
i need an alarm at 8 pm,2
set an alarm to start work and another to stop,2
set an alarm to go to sleep and another to wake up,2
please set a reminder for me,2
set an alarm to work out and another to go home,2
create an alarm for me,2
set an alarm for lunch and another for dinner,2
make an alarm for me,2
set an alarm for my meeting and another for my phone call,2
i want an alarm set up,2
i need an alarm set please,2
have an alarm wake me at 10:30 am,2
i want an alarm to go off at 9 am,2
i need an alarm set for 9 am and another for 11 am,2
i need an alarm set for 5:30 pm,2
i need you to schedule an alarm,2
please create an alarm for 5:45 am and an alarm for 6:15 am,2
would you set up an alarm for me,2
please create one alarm for 330 pm and one for 8 pm,2
please create a new alarm for me,2
i need an alarm to go off at 6 am,2
"please set two alarms, one at 12 pm and the next at 1 pm",2
please create an alarm for 12 noon,2
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,2
help me get up at eight thirty in the morning tomorrow,2
i want to be woken up at 9 tomorrow,2
when will my application for my credit card be processed,3
has the discover card approved my app,3
do you know if my amex card app went through,3
have they looked over my app for the new credit card yet,3
has my application for the mastercard card gone through,3
have my app for a new card been processed yet,3
has the application i put in for a new visa been processed,3
has there been any notice that my card app has been looked at,3
has visa gotten back to me regarding my card app,3
see if my form submission for an american express card has been seen,3
do you know if anyone's even looked at the application i sent in for the new visa card,3
has anyone looked at my mastercard application,3
have i gotten confirmation for my credit card app,3
can you check if my application for a discovery card has been looked over yet,3
is there any indication my application for a new credit card has been processed,3
"i put in a credit card application, so what is the status with it currently",3
did my visa card app go through yet,3
did my chase card application go through yet,3
do you know the status of the credit card application i filed,3
has the application for my visa been processed,3
i filed a credit card application so what is going on with it,3
did my american express card application go through yet,3
what is the status of the application for a credit card i put in,3
has the application for my american express been processed yet,3
my credit card application has what status,3
where can i go to see if my credit card application has been processed,3
will i be notified when my application has been processed,3
what is the status of my credit card application,3
how will i know when my application for a credit card has been processed,3
where can i find out the status of my credit card application,3
"tell me if my application has been processed yet, i signed up for a credit card recently",3
can you check and see if my credit card application has been approved or not,3
has my application for a trust bank credit card been mailed out and if so was i approved or not,3
could you check and see if my credit card application has been processed and approved or not,3
i want to know if my application for a credit card at community bank has been approved or not,3
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,3
can you tell me if my application for a credit card has been processed yet it was at chase bank,3
was my application approved or not for a credit card at chase bank,3
i want an update on my application for a credit card that i sent in a couple weeks ago,3
i haven't heard if my application for a credit card has been accepted or not can you check on it for me,3
please look into the latest status of my credit card application,3
can you update me on the status of my american express card application,3
"can you find out the latest on my credit card application, i haven't heard an update in some time",3
find out for me if my amex card application was received,3
can you check the status of my credit card application,3
how can i track the progress of my credit card application,3
"has my credit card application been received, or what is its current status",3
i need to know what the latest is with my application for a visa credit card,3
please check the status of my mastercard application,3
do you know what the latest is with my credit card application,3
i would like an update on the progress of my credit card application,3
update me on the status of my credit card application,3
please get me an update on the status of my credit card application,3
has there been any changes in the status of my credit card application,3
please find out the current status of my credit card application,3
i want to be updated on the most recent status of my credit card application,3
tell me the present status of the credit card application i submitted,3
look into the status of the credit card application i submitted recently for my new card,3
look to see if my application for the barclay's card has gone through yet,3
i want to know if my credit card application has been processed yet,3
i need to know if the application been processed,3
tell me straight if it has been processed or not,3
can you tell me when my credit card application will be processed,3
how much longer until my credit card application is checked,3
when will my credit card app be approved,3
has my credit card application gone through,3
check on my credit card application,3
do i have any updates about my credit card application,3
has my credit card application been processed,3
have i received any messages about my credit card application,3
when can i hear the decision on my credit card application,3
my credit card application status,3
"i applied for the credit card, have you processed my application",3
how long to process my credit card application,3
how is my application on new credit card going,3
what is the status of my new credit card application,3
is my application processed for credit card,3
help with credit card application status,3
is my credit card application approved,3
what is the status of my application for the credit card,3
has my credit card application been processed yet,3
what's the current status of the credit card i applied for,3
in what status is my credit card application,3
did the application i put in for a mastercard go through yet,3
has my application for a new credit card been processed,3
has my amex application gone through yet,3
i applied for a visa card; did that go through,3
what status is my card application in,3
did they process the credit card i applied for,3
i applied for a new credit card; did it process yet,3
did discover get my card application yet,3
tell me about my american express application; did it go through,3
tell me a little more about the status of my credit card application,3
tell me the status of my credit card application,3
is the processing done on my new credit card,3
i'm desperate to know about my cc processing,3
have you heard anything back on my cc application,3
is it likely my credit card application has processed yet,3
has my credit card application been approved,3
when will my cc application process,3
is the apr on my credit card good,4
how good is the apr on my credit card,4
do i have a good apr on my credit card,4
does my credit card apr fall into a good range,4
tell me how the apr on my hy-vee card is,4
what's my apr on my discovery card,4
what's an example of a good apr and what do i have,4
how much is my apr on my bank of america card,4
is my visa card's apr decent,4
how good is the apr on my mastercard compared to others,4
is the apr rate on my amex pretty good,4
can you inform me what my apr is on my visa,4
how high is the apr on my mastercard,4
how much is my amex's apr,4
what's the current apr for my mastercard,4
how much do i pay in apr on my amex card,4
what is the apr on my master card,4
what is the apr on my visa card,4
what is the apr on my discover card,4
what is the apr on my chase freedom card,4
what is the apr on my american express card,4
what is the credit card apr exactly,4
what is the credit card apr at the moment,4
what is the credit card apr if you could fill me in,4
what is the credit card apr please,4
what is the credit card apr if you could tell me,4
could you tell me what is the apr for the credit card,4
could you please state the apr for the credit card,4
what is the credit card's apr,4
what is the apr for the credit card,4
could you please tell me the apr for the credit card,4
what is the apr rate on my bank of america card,4
"i need to know on my citibank card, what is the apr",4
i need to know the apr on my credit union visa,4
"on my bank of america visa, what is the apr",4
what is the apr on my aaa visa card,4
review of my card apr,4
how good is card apr,4
can you give me an appraisal of my card's apr,4
tell me the apr on my mastercard,4
give me the apr for my mastercard,4
fill me in on the apr for my american express card,4
would you say that my card's apr is,4
give me information about my card's apr,4
what is the apr on my barclay's card,4
i need to know the apr for my visa card,4
can you look into whether my card has good apr or not,4
tell me how good the apr is on my card please,4
i must know my visa card's apr,4
i need the apr on my visa card,4
get me the apr on my visa card,4
the apr on my visa card is what,4
can you tell me the apr on my visa card,4
my visa card  what's the apr on that,4
"the apr on my disney visa, what is that exactly",4
i'd like to know the apr on my visa card,4
"hey siri, tell me the apr on my disney visa",4
"check the apr on my disney visa, please",4
how much is the apr these days on my nordstrom credit card,4
"on my wells fargo mastercard, what is the current apr",4
tell me the current apr on my visa card from bbt,4
what is the apr on my chase visa,4
what will the apr on my transferred balance be after the first year on my bank of america credit card,4
what's my apr on the credit card i used for a purchase a week ago,4
what's my apr on the card i recently used to make a purchase,4
what's my apr on my primary credit card,4
what's my apr on this card,4
what's the apr like for my credit card,4
this credit card's apr is what,4
what apr do i have with my credit card,4
what apr does this credit card have,4
what is the apr to my credit card,4
i want you to tell me my credit card's apr,4
tell me what my credit card's apr is,4
would you please inform me about my credit card's apr,4
do you know my credit card's apr,4
it would be great if you could tell me my credit card's apr,4
what is my credit card's annual percentage rate,4
tell me my credit card's annual percentage rate,4
"my credit card's apr, please",4
can you let me know my credit card's apr,4
what is my apr for my credit card,4
what is my apr,4
i want to know my credit card apr,4
is my apr for my credit card available,4
tell me my credit card apr,4
"what's the apr on my visa card, please",4
what's the apr on my amex card,4
"what's the apr on my amex card, please",4
"what is the apr on my amex card, please",4
what is the apr on my amex card,4
give me my credit card's apr,4
what is the apr for my credit card,4
please say my credit card's apr,4
what is my credit card's apr,4
please say the apr for my credit card,4
credit card annual rate,4
what's the annual rate on my discover card,4
tell me the apr of my credit card,4
what's the apr of my discover card,4
may i know if you are a real person or an ai,5
i need to know if you are a real person or an ai,5
i want to know if you are a real person or an ai,5
tell me if you are a real person or an ai,5
are your real or artificial,5
am i talking to a real person,5
am i speaking with someone real,5
would you consider yourself to be a bot,5
"i am not a bot, are you",5
do you think you are a bot,5
you sound like a bot,5
how do i know that you're a person,5
prove that you're a person,5
are you a bot or a person,5
are you real or fake,5
"are you ai, or a person",5
are you a human or a bot,5
am i talking with real person or ai,5
are you real or an ai,5
are you a bot right now,5
are you a real human,5
are you a real person or an ai,5
so are you a real person,5
so are you human,5
so are you a bot,5
tell me now if you are a bot,5
i need to know if you are a bot,5
are you an ai or a real person,5
are you actually a bot,5
so are you real,5
are you a human,5
am i talking with a real person,5
are you a computer or a real person,5
"are you a computer, or are you a real person",5
are you a live person or a computer,5
are you real or automated,5
is this a person talking to me or a computer,5
are you a human being or a robot,5
are you alive,5
are you a live human being,5
are you a computer,5
are you human or a bot,5
are you a real person or a computer,5
are you an automated assistance,5
are you a person,5
are you an actual person,5
are you really a human,5
are you a real human being,5
do you know if you are a robot,5
are you really an actual human being,5
what are you,5
do you know you are not human,5
is there anything real about you,5
how real are you,5
are you a real life person,5
tell me if you are human,5
are you ai,5
"am i speaking with ai or a real, live person",5
are you a member or the human race or are you a computer program,5
are you a person in real life or programmed ai,5
do you know whether you are a human or whether you're a computer,5
should i regard you as a human or as a computer,5
would you say that you are human or copmuter,5
"how are you classified, as a human or a computer",5
can you tell me if you're human or if you're a computer,5
i think you are a bot,5
are you considered a bot,5
am i talking to an actual person,5
do you consider yourself a bot,5
you are a bot aren't you,5
"what are you, a bot or human",5
are you a live being,5
are you real or are you an ai,5
please tell me if you are an ai,5
are you ai or a real person please,5
are an an ai,5
are you real or not,5
are you an ai or person,5
are you really a person or an ai,5
is there a way to tell if you are real or an ai,5
tell me if you are a person or ai,5
how do i know if you are a real person,5
are you a real person or a bot,5
am i talking to a person or a bot,5
are you a machine,5
are you a real person or artificial intelligence,5
are you a real person or automated,5
are you a real person or software,5
are you a real person or a robot,5
are you an ai or can you prove you're human,5
are you a human or an ai,5
"are you an actual person, or ai",5
are you a bot or a real person,5
do you identify as a human or computer,5
please specify if you are human or computer,5
tell me if you are a human or a computer,5
can you specify if you are a human or a computer,5
let me know if you are a human or a computer,5
is this a computer right now or a human being,5
is this human or a robot,5
savings account balance at chase bank please,6
check chase bank for my checking balance,6
what is my checking account balance at chase,6
i want my checking balance at chase,6
what's my savings balance at chase,6
do i have enough money in my chime bank account to take ashley to the movies tuesday,6
check my visa account and see if i have enough money for dinner tonight,6
is tehre enough in my bluebird account for groceries this week,6
do i have enough in my sears account to buy a new dishwasher,6
is there enough money in my discover account for a new pair of jeans,6
what is the total of my bank accounts,6
what is in my bank accounts,6
what is the balance on my bank accounts,6
what is remaining in my bank acccounts,6
how much money is left in my bank accounts,6
what amount of money is in my bank accounts,6
what is the balance of my bank accounts,6
what what kind money is available in my bank accounts,6
what is the value of my bank accounts,6
how much funds do i have in my bank accounts,6
what's my checking account balance,6
how much do i have in my checking,6
what's the balance of my savings,6
how much is in savings,6
how much money is in my checking account,6
what's the amount of money accumulated in my bank accounts,6
what's my current bank savings,6
how much total cash do i have in the bank,6
what's my current checking balance,6
can you tell me my current bank accounts balance,6
what's the balance of my bank accounts,6
what is my current balance on my home equity line of credit,6
please find my balance on my chase mastercard,6
can you tell me my checking account balance,6
perform a search for my most recent balance on my amex account,6
how much is the current balance in my td bank savings account,6
what is my balance in checking account,6
how much is available in my savings account,6
tell me what i have in my money market account,6
how much money do i have in my account,6
how much is left of mastercard,6
what is the available balance in savings,6
what is the balance on my visa,6
do i have enough money in my chase account for a new refrigerator,6
do i have enough money in my charles schwab account to get a new baseball bat,6
i'd like to know my bank balance please,6
what's the balance on my bank account,6
will the money in my capital one account cover a new washing machine,6
could you check my bank balance for me,6
will the amount in my chase bank account right now cover the cost of a new dryer,6
i want to get a new shirt; will the money in my td ameritrade account cover it,6
how much do i have in the bank,6
what's my bank balance,6
what is my bank balance,6
is there any money left,6
do i have any cash left,6
can you tell me how much cash i have,6
do i have enough in my boa account for a new pair of skis,6
do i have enough in my chase account for new nikes,6
can the funds in my wells fargo account cover my lift tickets,6
do i have enough to cover new skis in my bank of america account,6
do i have enough in my chase account for a plane ticket,6
do you know how much i have in checking,6
what is my saving's account balance,6
what's the balance in my checking,6
how much do i have in savings,6
could you tell me what my checking account balance is,6
what's my total net worth in all of my bank accounts,6
what's my account balance,6
i want to view my balance,6
check my bank balance,6
how much money do i have in all of my accounts,6
how much money do i have in all of my accounts combined,6
what's my checking balance,6
how much money do i have total,6
what's the total of my bank accounts,6
how much money do i have in checking,6
i wish to know the balance of my bank of american account,6
what is the balance of my bank of american account,6
i need to know my bank balance,6
i wanna know the balance of my bank of american account,6
i'd like to know the balance of my bank of american account,6
i wish to know the balance of my bank of american account now,6
please tell me my bank balance,6
i wanna know my bank balance,6
please let me know what my current bank balance is,6
what is status of my bank account,6
what is my balance,6
what is the balance of my bank account,6
what is is the details of my bank account,6
is there enough money in my discover account for a vacation,6
is there enough money in my account for expenses,6
do i have enough money in my first hawaiian bank account for a vacation,6
is there enough money in my bank of hawaii for vacation,6
is there enough money in my discover account for airplane tickets,6
what is my savings account balance,6
what is my savings balance,6
what is my money market account balance,6
what is my bank balance for all accounts,6
tell me my payroll account balance,6
the bill for water and electricity is how much,7
what's my bill for water and electricity,7
"for my water and electricity, how much is the bill",7
how much is the bill for my water and electricity,7
my water and electricity bill is how much,7
what is the total amount that i owe to sony and verizon,7
please tell me how much i owe sprint and how much i owe hsn,7
tell me how much my verizon and comcast bill come to together,7
how much in total do i need to pay cox and at&t,7
please let me know how much my bills for comcast and sprint total,7
what do my bills add up to,7
how much do i owe in bills,7
what's the balance on my bills,7
read my bill balances,7
how much are my bills,7
find out what my water bill costs please,7
how much is my electricity bill costing me,7
find out the cost of my bill payments,7
let me know the amounts i owe for my utilities and tuition bills,7
how much money do i need to spend on bill payments,7
can you tell me what i owe for this month's phone bill,7
tell me the sum total of my water and electricity bills,7
can you tell me the total cost of my bills please,7
what is the total amount due on my electricity bill,7
what am i being charged for my water bill,7
tell me how much my cable bill is,7
what is the total for my utilities bill this month,7
how much do i owe for my gas and phone bills,7
tell me what is owed for my water and gas bills,7
i need to know the amounts due for my utilities and cable bills,7
let me know how much money i will need to spend on paying bills,7
please let me know how much my gas bill is,7
i need to know the cost of the cable bill,7
how much in total will i be paying for bills,7
what do i owe for my utilities bill,7
please give me the full balance on my water bill,7
how much is the total due for my pgw gas bill,7
what's the amount due on my latest sprint bill,7
"i need the dollar amount due on my verizon bill, please",7
can you tell me what the amount on my directv bill is,7
remind me of the invoice total for my plumbing bill,7
tell me what amount i have to pay for my directv bill please,7
i need to know my bill total for my verizon payment due this month,7
please find the current balance on my con edison bill,7
what's the balance on my sprint account,7
how much is my xfinity bill this month,7
what's the cost of my dte bill plus my electricity bill,7
my dte bill is how much,7
what is my dte bill this month,7
how much are my electric and heating bills,7
my dte and water bills are how much,7
my water bill is how much this month,7
how much is my electric bill for this month,7
how much are my xfinity and dte bills,7
how much are my cable and water bills,7
how much do i have to pay on my bills,7
can you check the balance on the water bill,7
how much do i have to pay for my cable bill,7
how much do i owe on my cable bill,7
can you find out how much i owe on my bills,7
can you check and see how much i owe on my cable bill,7
do you know how much i owe on my cable bill,7
how much do i need to pay on my bills,7
can you tell me how much i owe on my cable bill,7
how much is my comcast bill,7
what is the amount on my comcast bill,7
what is the my comcast bill this month,7
what do i owe bill wise,7
do i have any due bills and how much,7
do i still owe any bills,7
how much do i have to pay for my bills this month,7
do i owe any bills,7
what's the final amount of all the money i need to pay in bills this month,7
add all my bills for this month and tell me the total,7
what's the sum of all i owe on bills this month,7
what's the total i owe on all my bills,7
what's the water bill,7
how much are all my bills combined,7
what's my mortgage payment going to be this month,7
what do i owe on the car this month,7
how much are utilities,7
how much is my gas bill,7
how much is my internet bill,7
how much is my cable bill,7
how much is my rent,7
how much is my cable bill for,7
how much is my current water bill for,7
how much is my electric bill for,7
how much is my water bill for,7
how much is my current cable bill for,7
what is the amount on my water bill,7
how much do i have on credit card bill,7
what is the balance on my bills,7
what is my domain name bill,7
how much is my groceries and gas bill,7
what is the cost of water and electric this month,7
what is the amount of balance i have to pay on my bill,7
how much do i owe on bills,7
how much on bills to i have to pay,7
what is my email subscriction services bill,7
when should i pay my bill by,8
when is my car insurance due,8
when's the gas bill due,8
when do i pay the utilities,8
do i pay my rent this week,8
i need to know when i must pay my car bill,8
how much is my water bill,8
is my bill due this week,8
how much time left to pay my bill,8
what day is my car insurance due,8
when's the electric bill due,8
when's the next phone bill,8
when is my next car payment,8
when is too late to pay my cable bill,8
can you alert me when my phone bill is due,8
on what day do i pay my car payment,8
how can i know when my cable bill is due,8
what day do i have to pay for my capital one card,8
how long do i have left to pay for my chase credit card,8
what is the due date of my att bill,8
when is my xfinity bill due,8
how many more days before my verizon bill is due,8
i cant remember when my bill is due,8
what is the due date of my bill,8
what day is my bill due,8
when is my bill due,8
tell me when my bill will be due,8
how do i locate when my gas bill is do,8
i would like to know my electric bills date it needs to be payed,8
i need to know where to locate when my gas bill is due,8
can you tell me when my electric bill is due,8
i need to know the due date for my credit card,8
where should i look for when my gas bill is due,8
can you tell me the date my credit card is due,8
i'd like to find the date that my gas bill is due,8
how do i know when to pay my gas bill,8
when do i have to pay my water bill by,8
when do i have to pay my electric bill by,8
when do i have to pay my internet bill by,8
when do i have to pay my gas bill by,8
tell me when i have to pay my bill,8
what date do i have to pay my bill,8
give me the date my bill is due,8
on what day do i have to pay my nordstrom bill,8
when is my chase visa due,8
when do i need to pay my annual payment for auto insurance,8
what is the exact due date for my mortgage payment,8
what is the due date for my metronorth monthy pass,8
can you tell me when my peco energy bill is due this month,8
please find the exact payment due date for my sprint phone bill,8
what is the due date on my xfinity internet bill for february,8
what is the latest date that i can pay my direct tv bill this month,8
i need the new due date for my pgw gas bill,8
what time do i have to pay z bill,8
whats the due date for z bill,8
how soon before my catering bill is due,8
how long before my lawn guy bill's due,8
when's my heater bill due,8
what date is my water bill due,8
whats the deadline for amex payment,8
when is my visa due,8
when is visa due,8
do you know when i need to pay my mastercard,8
what's the due date for my american express payment,8
when is my mortgage payment due,8
what's the due date for the credit card,8
when's the next time i have to pay the insurance,8
how long do i have to pay the gas bill,8
when's the rent due,8
when does the car payment come due,8
when does the electric bill up,8
how do i check when my mortgage is next up for payment,8
when do i owe the state payment for my car tags,8
when do i owe the rent,8
do i need to pay my credit card bill already,8
do you know when my next electric bill is due,8
where do i find information on when the water bill is due,8
how do i ascertain when my next insurance payment will be,8
what do i do to check when my next credit card payment is,8
when do i need to pay my at&t bill,8
what is the due date of my at&t bill,8
is my at&t bill do soon,8
when is my at&t bill due,8
what date is my at&t bill due,8
when's the ac bill due,8
what day is the z bill due,8
what's the due date for the renting bill,8
i want to know when a bill is due,8
what day is the bill due,8
i would like to know when the bill is due,8
what is the due date for a bill,8
when is the bill due,8
how do i find when my water bill needs to be paid,8
when is my water bill due,8
how do i find when my cable bill is due,8
when is my electric bill due,8
when do i need to pay the water bil,8
how do i find when my medical bill is due,8
when do i need to pay the cable bill,8
how do i find when my electric bill is due,8
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,9
"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",9
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,9
what airlines have flights round trip on april 1st to april 7th from lax to sfo,9
find me round trip flights out of lax to sfox,9
find me a flight from tijuana to guadalajara on volaris,9
i need a flight to be booked from san diego to boston through frontier,9
i want a flight booked from new york to san francisco with continental,9
get me a flight booked from houston to phoenix with american airlines,9
i want to fly southwest from dallas to phoenix,9
book a flight from chicago to dc on monday and returning on wednesday,9
