text,label
"at 9 tomorrow, set off the alarm",2
tomorrow i would like an alarm for 9 tomorrow,2
tomorrow i need the alarm to go off at 5,2
sound the alarm at 6 am tomorrow,2
set reminder for 2 pm,2
wake me up at 6 am,2
ring my phone at 12 pm,2
set alarm for 5 am,2
please set an alarm for 2 pm for me,2
set an alarm for 5 pm,2
can you make an alarm for 7 am,2
set a 5 am alarm please,2
i need an alarm at 8 pm,2
set an alarm to start work and another to stop,2
set an alarm to go to sleep and another to wake up,2
please set a reminder for me,2
set an alarm to work out and another to go home,2
create an alarm for me,2
set an alarm for lunch and another for dinner,2
make an alarm for me,2
set an alarm for my meeting and another for my phone call,2
i want an alarm set up,2
i need an alarm set please,2
have an alarm wake me at 10:30 am,2
i want an alarm to go off at 9 am,2
i need an alarm set for 9 am and another for 11 am,2
i need an alarm set for 5:30 pm,2
i need you to schedule an alarm,2
please create an alarm for 5:45 am and an alarm for 6:15 am,2
would you set up an alarm for me,2
please create one alarm for 330 pm and one for 8 pm,2
please create a new alarm for me,2
i need an alarm to go off at 6 am,2
"please set two alarms, one at 12 pm and the next at 1 pm",2
please create an alarm for 12 noon,2
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,2
help me get up at eight thirty in the morning tomorrow,2
i want to be woken up at 9 tomorrow,2
when will my application for my credit card be processed,3
has the discover card approved my app,3
do you know if my amex card app went through,3
have they looked over my app for the new credit card yet,3
has my application for the mastercard card gone through,3
have my app for a new card been processed yet,3
has the application i put in for a new visa been processed,3
has there been any notice that my card app has been looked at,3
has visa gotten back to me regarding my card app,3
see if my form submission for an american express card has been seen,3
do you know if anyone's even looked at the application i sent in for the new visa card,3
has anyone looked at my mastercard application,3
have i gotten confirmation for my credit card app,3
can you check if my application for a discovery card has been looked over yet,3
is there any indication my application for a new credit card has been processed,3
"i put in a credit card application, so what is the status with it currently",3
did my visa card app go through yet,3
did my chase card application go through yet,3
do you know the status of the credit card application i filed,3
has the application for my visa been processed,3
i filed a credit card application so what is going on with it,3
did my american express card application go through yet,3
what is the status of the application for a credit card i put in,3
has the application for my american express been processed yet,3
my credit card application has what status,3
where can i go to see if my credit card application has been processed,3
will i be notified when my application has been processed,3
what is the status of my credit card application,3
how will i know when my application for a credit card has been processed,3
where can i find out the status of my credit card application,3
"tell me if my application has been processed yet, i signed up for a credit card recently",3
can you check and see if my credit card application has been approved or not,3
has my application for a trust bank credit card been mailed out and if so was i approved or not,3
could you check and see if my credit card application has been processed and approved or not,3
i want to know if my application for a credit card at community bank has been approved or not,3
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,3
can you tell me if my application for a credit card has been processed yet it was at chase bank,3
was my application approved or not for a credit card at chase bank,3
i want an update on my application for a credit card that i sent in a couple weeks ago,3
i haven't heard if my application for a credit card has been accepted or not can you check on it for me,3
please look into the latest status of my credit card application,3
can you update me on the status of my american express card application,3
"can you find out the latest on my credit card application, i haven't heard an update in some time",3
find out for me if my amex card application was received,3
can you check the status of my credit card application,3
how can i track the progress of my credit card application,3
"has my credit card application been received, or what is its current status",3
i need to know what the latest is with my application for a visa credit card,3
please check the status of my mastercard application,3
do you know what the latest is with my credit card application,3
i would like an update on the progress of my credit card application,3
update me on the status of my credit card application,3
please get me an update on the status of my credit card application,3
has there been any changes in the status of my credit card application,3
please find out the current status of my credit card application,3
i want to be updated on the most recent status of my credit card application,3
tell me the present status of the credit card application i submitted,3
look into the status of the credit card application i submitted recently for my new card,3
look to see if my application for the barclay's card has gone through yet,3
i want to know if my credit card application has been processed yet,3
i need to know if the application been processed,3
tell me straight if it has been processed or not,3
can you tell me when my credit card application will be processed,3
how much longer until my credit card application is checked,3
when will my credit card app be approved,3
has my credit card application gone through,3
check on my credit card application,3
do i have any updates about my credit card application,3
has my credit card application been processed,3
have i received any messages about my credit card application,3
when can i hear the decision on my credit card application,3
my credit card application status,3
"i applied for the credit card, have you processed my application",3
how long to process my credit card application,3
how is my application on new credit card going,3
what is the status of my new credit card application,3
is my application processed for credit card,3
help with credit card application status,3
is my credit card application approved,3
what is the status of my application for the credit card,3
has my credit card application been processed yet,3
what's the current status of the credit card i applied for,3
in what status is my credit card application,3
did the application i put in for a mastercard go through yet,3
has my application for a new credit card been processed,3
has my amex application gone through yet,3
i applied for a visa card; did that go through,3
what status is my card application in,3
did they process the credit card i applied for,3
i applied for a new credit card; did it process yet,3
did discover get my card application yet,3
tell me about my american express application; did it go through,3
tell me a little more about the status of my credit card application,3
tell me the status of my credit card application,3
is the processing done on my new credit card,3
i'm desperate to know about my cc processing,3
have you heard anything back on my cc application,3
is it likely my credit card application has processed yet,3
has my credit card application been approved,3
when will my cc application process,3
is the apr on my credit card good,4
how good is the apr on my credit card,4
do i have a good apr on my credit card,4
does my credit card apr fall into a good range,4
tell me how the apr on my hy-vee card is,4
what's my apr on my discovery card,4
what's an example of a good apr and what do i have,4
how much is my apr on my bank of america card,4
is my visa card's apr decent,4
how good is the apr on my mastercard compared to others,4
is the apr rate on my amex pretty good,4
can you inform me what my apr is on my visa,4
how high is the apr on my mastercard,4
how much is my amex's apr,4
what's the current apr for my mastercard,4
how much do i pay in apr on my amex card,4
what is the apr on my master card,4
what is the apr on my visa card,4
what is the apr on my discover card,4
what is the apr on my chase freedom card,4
what is the apr on my american express card,4
what is the credit card apr exactly,4
what is the credit card apr at the moment,4
what is the credit card apr if you could fill me in,4
what is the credit card apr please,4
what is the credit card apr if you could tell me,4
could you tell me what is the apr for the credit card,4
could you please state the apr for the credit card,4
what is the credit card's apr,4
what is the apr for the credit card,4
could you please tell me the apr for the credit card,4
what is the apr rate on my bank of america card,4
"i need to know on my citibank card, what is the apr",4
i need to know the apr on my credit union visa,4
"on my bank of america visa, what is the apr",4
what is the apr on my aaa visa card,4
review of my card apr,4
how good is card apr,4
can you give me an appraisal of my card's apr,4
tell me the apr on my mastercard,4
give me the apr for my mastercard,4
fill me in on the apr for my american express card,4
would you say that my card's apr is,4
give me information about my card's apr,4
what is the apr on my barclay's card,4
i need to know the apr for my visa card,4
can you look into whether my card has good apr or not,4
tell me how good the apr is on my card please,4
i must know my visa card's apr,4
i need the apr on my visa card,4
get me the apr on my visa card,4
the apr on my visa card is what,4
can you tell me the apr on my visa card,4
my visa card  what's the apr on that,4
"the apr on my disney visa, what is that exactly",4
i'd like to know the apr on my visa card,4
"hey siri, tell me the apr on my disney visa",4
"check the apr on my disney visa, please",4
how much is the apr these days on my nordstrom credit card,4
"on my wells fargo mastercard, what is the current apr",4
tell me the current apr on my visa card from bbt,4
what is the apr on my chase visa,4
what will the apr on my transferred balance be after the first year on my bank of america credit card,4
what's my apr on the credit card i used for a purchase a week ago,4
what's my apr on the card i recently used to make a purchase,4
what's my apr on my primary credit card,4
what's my apr on this card,4
what's the apr like for my credit card,4
this credit card's apr is what,4
what apr do i have with my credit card,4
what apr does this credit card have,4
what is the apr to my credit card,4
i want you to tell me my credit card's apr,4
tell me what my credit card's apr is,4
would you please inform me about my credit card's apr,4
do you know my credit card's apr,4
it would be great if you could tell me my credit card's apr,4
what is my credit card's annual percentage rate,4
tell me my credit card's annual percentage rate,4
"my credit card's apr, please",4
can you let me know my credit card's apr,4
what is my apr for my credit card,4
what is my apr,4
i want to know my credit card apr,4
is my apr for my credit card available,4
tell me my credit card apr,4
"what's the apr on my visa card, please",4
what's the apr on my amex card,4
"what's the apr on my amex card, please",4
"what is the apr on my amex card, please",4
what is the apr on my amex card,4
give me my credit card's apr,4
what is the apr for my credit card,4
please say my credit card's apr,4
what is my credit card's apr,4
please say the apr for my credit card,4
credit card annual rate,4
what's the annual rate on my discover card,4
tell me the apr of my credit card,4
what's the apr of my discover card,4
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,9
"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",9
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,9
what airlines have flights round trip on april 1st to april 7th from lax to sfo,9
find me round trip flights out of lax to sfox,9
find me a flight from tijuana to guadalajara on volaris,9
i need a flight to be booked from san diego to boston through frontier,9
i want a flight booked from new york to san francisco with continental,9
get me a flight booked from houston to phoenix with american airlines,9
i want to fly southwest from dallas to phoenix,9
book a flight from chicago to dc on monday and returning on wednesday,9
i need to get a flight out of lax to dia on the 16th for under four hundred,9
book a flight from sacremento to tampa two weeks from now and returning a month after,9
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,9
"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",9
i need to get a flight out of tampa to chicago in a month for under $123,9
book a flight from denver to austin on the 16th and returning on the 20th,9
book a flight from bangor to las vegas on may 1st and returning july 4th,9
book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,9
i need to get a flight out of seattle to dulles next week for under $500,9
i'm looking for a roundtrip flight from koa to mgj for june to july,9
i need to get a flight out of denver to houston on friday for under $250,9
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",9
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,9
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,9
compare fares for al italia from bucharest to tampa returning before thanksgiving,9
cheapest fare for flight from tehran to new york on august 1 with return on august 20,9
compare prices for flights from recife to miami leaving may 20 returning june 5,9
i need you to book me a flight from chicago to montpelier via united,9
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles,9
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,9
use delta to book me a flight from dallas to pittsburgh,9
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,9
could you make a flight reservation with air emirates from orlando to london,9
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",9
fly me from pit to pdx on delta for under $300,9
book a flight from la to madrid with southwest,9
i'd like a flight from laguardia to orlando on southwest for under $400,9
"i'm going to boston from bangor on july 25th through the 29th, and need you to find me a roundtrip flight",9
i need to get from jfk to dallas with united for under $500,9
i need a flight from nyc to paris with delta,9
could you get me a delta flight from sioux falls to philadelphia for under $400,9
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,9
reserve me a flight from ft lauderdale to houston on southwest,9
find me a roundtrip flight from dallas to los angeles from march 2 to march 10,9
"buy tickets for a flight from nyc to la on march 1, returning on march 5",9
book me a flight out of la to chicago on march 3rd for under $500,9
"book flights for me from nyc to la on march 1, returning on march 5",9
look for a flight out of la to chicago on march 3rd for under $500,9
find me a flight from ft lauderdale to houston on southwest,9
i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,9
get me a flight from ft lauderale to houston on southwest,9
are there any flights out of la to chicago on march 3rd for under $500,9
"search for a flight from nyc to la on march 1, returning on march 5",9
list roundtrip flights available from dallas to los angeles from march 2 to march 10,9
confirm a flight for me from ft lauderdale to houston on southwest,9
search for a flight out of la to chicago on march 3rd for under $500,9
"buy a flight for me from nyc to la on march 1, returning on march 5",9
can you show me roundtrip flights from dallas to los angeles from march 2 to march 10,9
i need you to book me a flight from ft lauderdale to houston on southwest,9
"find me a flight from nyc to la on march 1, returning on march 5",9
find me a flight out of la to chicago on march 3rd for under $500,9
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,9
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,9
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,9
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,9
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,9
i need to book a flight from texas to new york on may 25th and returning on the 28th,9
"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",9
purchase a flight from slc to columbus on tuesday that returns on friday,9
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",9
purchase a flight from boise to sacramento on sunday and returning on wednesday,9
buy a flight from phoenix to el paso on august 30 that returns on labor day,9
book delta ticket madison to atlanta,9
make delta reservation from madison to atlanta,9
madison to atlanta delta ticket,9
buy delta ticket madison to atlanta,9
schedule flight from madison to atlanta on delta,9
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",9
"book a flight from jacksonville, fl to atlanta, ga on 14 february 2019 and returning on 1 march 2019",9
"book a flight from key west, fl to san antonio, tx on 18 february 2019 and returning on 5 march 2019",9
"book a flight from tampa, fl to baltimore, md on 11 february 2019 and returning on 19 march 2019",9
"book a flight from miami, fl to columbus, ga on 16 february 2019 and returning on 2 march 2019",9
show me roundtrip flights from dallas to houston for march 7 and march 10,9
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,9
could you check and let me know roundtrip flights from dallas to houston for march 7 and march 20,9
i need you to get me a flight booked from houston to miami on united airlines,9
i am needing to get a flight out of el paso to dallas on march 10 for under $300,9
would you give me available flights out of dallas to miami on june 8 for under $340,9
would you let me know what flights are available out of dallas to el paso on march 20 for under $400,9
let me know what flights there are out of dallas to miami on march 10 for under $450,9
would you book me a flight to miami from dallas on southwest airlines,9
i need a flight booked from dallas to miami on american airlines,9
i am wanting you to book me a flight from houston to miami on united airlines,9
would you look up roundtrip flights from dallas to houston for march 7 and march 10,9
i would like to know what flights are available out of el paso to dallas on june 10 for under $300,9
please get me a flight booked from miami to dallas on american airlines,9
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,9
get me a flight for tuesday on spiritcom to las vegas from chicago,9
book me a flight from o'hare to las vegas on deltacom,9
i need a bed in brownsburg near walmart from apil 4th until the 5th,10
i need a room in indianapolis near the track from may 2nd through the 5th,10
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,10
need a place to crash in elizabeth near the refinery from june 4th until the 9th,10
i need a place to stay in newark near a bodega from may 2nd through the 4th,10
i want to book a hotel room for 10 people from monday to tuesday in manhattan,10
is there a room big enough for 10 people from monday to tuesday in manhattan,10
is it possible to book 10 people from monday to tuesday in manhattan,10
i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,10
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,10
book me a hotel in st louis near the arch from march 2nd to 5th,10
i need a room in london for 2 people from march 1st to 3rd,10
get me a hotel room for 3 people from march 12th to 14th in chicago,10
book me a hotel in new york near the empire state building from marc 2nd to 4th,10
book me a hotel in chicago near the water tower shopping from april 2nd to 4th,10
get me a hotel room for 4 people from march 1st to 3rd in seattle,10
"in paris, get me a hotel room for 4 people from march 1st to 3rd",10
can you find me a hotel for 2 people on april 1st to 4th in rome,10
can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,10
book me a hotel in seattle near the space needle from march 3rd to 5th,10
can you book me a room in new york city from april 2 through april 8,10
are there any openings in new york city from april 2 through april 8,10
are there any vacancies in new york city from april 2 through april 8,10
how about any bookings in new york city from april 2 through april 8,10
is there anything available in new york city from april 2 through april 8,10
book me a room on november 11 to 15 in cali,10
create a reservation novemeber 11 to 15 in cali,10
show me all hotels in evans with good reviews,10
which hotels in evans have good reviews,10
get me a room in cali on november 11 to 15,10
show me a well reviewed hotel in evans,10
what is the best rated hotel in evans,10
find me a place to stay in cali november 11 to 15,10
make a reservation to stay in cali from november 11 to 15,10
is it possible to have a place booked in salem from the 1st to the 3rd,10
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,10
"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",10
please book me a room in austin from tomorrow to the 2nd,10
i want a hotel room for 6 from the 1st through the 3rd in seattle,10
can you find me a decent hotel in denver,10
"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",10
are there any good hotels in salem,10
what's a good hotel to stay at in chicago,10
will you find me a place to stay in casper from march 5th to march 11th,10
check if there's a hotel room that can receive 10 people in tampa from this friday for a week,10
"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",10
i need a hotel booked in denver near the museum from friday to saturday,10
i want a hotel booked in salem near the concert hall from the first to the second,10
i required a hotel room for 20 people from march 8th through march 20th in las vegas,10
what hotels have decent reviews in bangor,10
"is it possible to have a room booked in omaha near the convention hall for may 01, 2019 to may 05, 2019",10
i'd like to find a hotel in tampa that people liked enough to leave good reviews about,10
can you book me a place to stay in denver from wednesday to friday,10
i need a hotel room that can host 5 people from tomorrow to saturday in denver,10
please find me a hotel room for 4 people from monday to wednesday in lakewood,10
i need a hotel room big enough for 4 people from monday to wednesday in lakewood,10
i need a hotel room for 4 people in lakewood from monday to wednesday,10
what hotel would you recommend in lakewood for 4 people from monday to wednesday,10
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,10
please help me book a place to stay in pittsburgh from monday to friday,10
"i need a place in pittsburgh to stay from monday to friday, can you help",10
help me find a hotel in columbus with good reviews,10
can you find me a hotel in columbus with good reviews,10
"please find a columbus, ohio hotel with good reviews",10
will you help me book a place to stay from monday to friday in pittsburgh,10
can you book me a place to stay in pittsburgh from monday to friday,10
please book me a place in pittsburgh to stay from monday to friday,10
"find a columbus, ohio hotel with good reviews",10
help me find a hotel in that has good reviews in columbus,10
do you know of any well reviewed hotels in chicago,10
help me find a well reviewed hotel in dallas,10
find me a hotel in kansas city with good reviews,10
i need to find a nice hotel with solid reviews in seattle,10
look up hotels with positive reviews in new york city,10
"what hotels are near, ny, ny for the 9th to 11th",10
"please book a hotel in ny, close to brooklyn, on the 25th to 30th",10
"book a hotel in pa, harrisburg for the 10th to 15th",10
"find and book a hotel in md, baltimore starting on the 7th to the 9th",10
"i need to book a hotel in ny, queens arrive on 8th and leave on the 13th",10
i need a hotel in new orleans with awesome reviews,10
find a suitable lodging in vancouver on march 16-19,10
help me find a good reviews hotel in la,10
i need a hotel in new orleans from may 2 - 5 near the french quarter,10
find a hotel with great reviews in san francisco,10
find me a hotel in seattle with great reviews,10
help me a great hotel in vegas for this weekend,10
can you find me a place to stay in sacramento near the capitol on july 3-5,10
find a hotel in san francisco for march 8 & 9,10
i need a well-rated hotel in vegas,10
can i book a hotel in new york city near times square from 3/1 until 3/5,10
book me a hotel room in memphis for 3 people from 3/6 until 3/10,10
hotel room for 5 in austin for 3/1 until 3/8,10
i need a hotel in austin near south congress from 3/5 until 3/10,10
book me a hotel in pittsburgh near grant street for 3/15 through 3/18,10
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",10
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,10
i'm going to need a hotel room for 8 people in tallahassee from 3/10 until 3/12,10
could you reserve me a hotel room in philadelphia near chinatown from 3/19 through 3/22,10
"in brooklyn, i need a hotel room for 4 from 3/15 until 3/20",10
book me a hotel with good ratings in nashville,10
can you provide me the calories in the smoothie,14
can you tell me the calories for the cheeseburger,14
i'd like the calories for this chicken breast,14
how many calories in this slice of pizza,14
what about the calories for this chicken salad,14
how many calories are in a large fry,14
a large french fry has how many calories,14
what is the calorie content of a scoop of chocolate ice cream,14
how many calories in scoop of chocolate ice cream,14
tell me how many calories in a medium size apple,14
how many calories does a scoop of chocolate ice cream have,14
how many calories are in a can of coke,14
what's the number of calories in a pepsi,14
what is the calorie content of a small bag of lay's potato chips,14
how many calories does a kitkat have,14
how many calories are there in a scoop of chocolate ice cream,14
how many calories does a scoop of chocolate ice cream contain,14
what's the expected calories in a cream filled cookie,14
what's the amount of calories in a cheesy omelette,14
can you tell me the calorie count in a glazed donut,14
what's the calorie count for tuna casserole,14
how many calories are in waffles,14
what's the calorie content for fried eggs,14
what's the amount of calories in an cream filled oatmeal cookie,14
how many calories are in chocolate cake,14
how high in calories is pork,14
how many calories are in a honey bun,14
what does a sausage sandwich have for calories,14
what's the number of calories in a coke,14
what are the total calories for two servings of pasta,14
how many calories should i plan to be in a donut,14
how many calories would i estimate for fettuccine alfredo,14
how many calories does a big mac have,14
what's the caloric content if you eat roast beef,14
how many calories would i consume if i ate a loaded hotdog,14
what's the expected calorie load of a peanut butter and jelly sandwich,14
what's a big bowl of ice cream contain in calories,14
do cheetos have a lot of calories,14
what's the calorie content of cheetos,14
looks up the calories in cheetos,14
calorie count of cheetos,14
how many calories do cheetos have,14
how many calories are in a cup of white rice,14
how many calories are in vanilla ice cream,14
one cup of almonds has how many calories,14
what's the calorie info for 2 cups of regular chex mix,14
what's the caloric content in a bowl of rice crispies with milk,14
a bowl of cheerios with milk has how many calories,14
how many calories are in a bag of regular doritos,14
how many calories are in chocolate ice cream,14
2 cups of grapes have how many calories,14
how many calories are in spaghetti and meat sauce,14
"in one cookie, how many calories would i find",14
what is the calorie count for one cookie,14
"if i ate a cookie, how many calories would i be ingesting",14
cookies have how many calories,14
how many calories are in a cookie,14
how many calories in gum,14
how many calories in chicken,14
how many calories in meatloaf,14
how many calories are in chicken breast,14
how many calories in peanuts,14
what is the total number of calories in a bag of potato chips,14
can you tell me the amount of calories i can expect one tuna sandwich to contain,14
give me expected number of calories in a breakfast burrito,14
can you tell me the number of calories in one serving of whole cashews,14
please tell me the total calories a single serving of chocolate ice cream is expected to contain,14
i need to know the total calories for a chicken caesar salad,14
please tell me how many calories one chocolate bar contains,14
what's the average number of calories in one cup of tomato soup,14
do you know how many calories are in a single chicken breast,14
i need to know the number of calories on average in a handful of pistachios,14
what is the caloric value of a cookie,14
how many calories are in cookies,14
can you tell me how many calories are in cookies,14
what is the calorie count in a cookie,14
what are the calories in a cookie,14
what is the calorie count for muffins,14
are there a lot of calories in muffins,14
tell me the amount of calories in muffins,14
what is the caloric total in these muffins,14
what amount of calories are in one muffin,14
look up the calories in an apple,14
tell me the calorie content of an apple,14
what's the caloric content of an apple,14
tell me the calorie content for an apple,14
i need to know the calorie content in a piece of pepperoni pizza,14
how many calories are in an apple,14
i want the calorie content for a banana,14
tell me the number of calories in a banana,14
what is the calorie look like in apples,14
what is the calorie going to be if i'm eating cereal,14
add up the calories in tacos,14
how many calories are in cheerios,14
what type of calorie numbers are in onions,14
i need to know the calorie count of a bacon cheeseburger,14
whats the calorie content of oatmeal,14
what is the calorie count of an apple,14
how many calories on average are in a hot dog,14
how many calories are in a piece of bacon,14
"please cancel what you are doing, i've changed my mind",15
"never mind, cancel that",15
"stop working on it, i need something else",15
"cancel my last request, i know the answer",15
"forget it, i do not need it anymore",15
pause,15
cancel that last thing,15
silence,15
quit,15
mute,15
stop,15
stop and go back,15
ai stop talking,15
quiet now,15
shhhh,15
how do i make you stop talking,15
can you be quiet please,15
please stop doing what i asked,15
please be quiet,15
i would like you to stop what you were doing,15
please cancel that last command,15
can you cancel what you were doing,15
can you cancel,15
shut up!,15
i need you to stop talking now,15
i want you to quit the action,15
discontinue please,15
i don't want you to speak any more for now,15
discontinue your current task,15
abort please,15
quit the current action please,15
forget my previous command,15
abort the current action,15
actually forget that i don't need it,15
quit what you are doing,15
"sorry, you can actually stop that",15
"i actually don't want this anymore, please abort",15
please cancel your present task,15
"that's enough, don't say anymore please",15
i want you to stop your present action,15
stop talking please,15
"what you are doing is not actually helpful, please cancel the action",15
please stop,15
cancel action,15
please cancel the input,15
"ai, stop talking",15
